date_added;id;name;brand;owner;condition;condition_desctription;retail_price;tc_price;sold
2023-01-10;outfit.f648ad76011f4b9f800f34c5b4528cbb;Outdoor Jacket Tartan Black;Barbour;FJONG;2 - Very good condition;;2000;550.0;False
2023-05-15;outfit.f68a51b230914cf4b754f6e23959e186;XL Black Idsal Skirt;Holzweiler;Holzweiler;2 - Very good condition;;800;300.0;False
2023-09-19;outfit.f6bbddb14b634dfe866717e87741cbeb;Lavender Berit 50's Dress;SOYAAULAIT;Soyaaulait;2 - Very good condition;;750;280.0;False
;outfit.f6fa8976a2594a16ae361cf0f8790e1c;S Dre short sleeve pure white;By Malene Birger ;FJONG;2 - Very good condition;;800;300.0;False
2023-09-15;outfit.f717f64e749146c9bfdcfc66dd1ef8fd;Donna Skirt;Riccovero;FJONG;2 - Very good condition;;800;300.0;False
2023-01-10;outfit.f74a5e70771c42cea7a85de1f063b3db;Helima Leather Dress Patchwork;Acne Studios;Svean ;2 - Very good condition;;1500;450.0;False
2023-09-15;outfit.f75f6043c5814e998e72b925ef7a21dd;Leah Top Sachet Pink;FWSS;FJONG;2 - Very good condition;;2200;750.0;False
2024-01-25;outfit.f77cbbb4dfc14616afcbc660e0beff7c;Valeria Tee;Karen By Simonsen;For Ynde;2 - Very good condition;;1800;450.0;False
2023-10-31;outfit.f77d1930ae2d45b4b4a9b68c8bcd009f;Sandy Brown Mirante Tiered Dress;By Malene Birger;FJONG;2 - Very good condition;;1500;450.0;False
;outfit.f7dfa535e4fa4ffca07e67edfb9799b0;XS Otter Dress;By Malene Birger;Høyer;2 - Very good condition;;1500;450.0;False
2023-05-15;outfit.f806fa2b267a4137b71b092db575f2d8;Blossom Embroidery Contrast Tunic;SoyaAulait;Soyaaulait;2 - Very good condition;;1700;450.0;False
2024-01-25;outfit.f80766f5a3fc4e68a05f243e87398ff6;Aria Shirt Warm Sand ;Rodebjer;Rodebjer;2 - Very good condition;;1400;390.0;False
2022-08-22;outfit.f81be73085b844ebae74974f906cc27a;L Pink Garden So Young Skirt;FWSS;Villoid;2 - Very good condition;;1400;390.0;False
2023-06-15;outfit.f827d9035871476ea0356bb69c7de468;L Papyrus Annika Sweater;FWSS;FWSS;2 - Very good condition;;1400;390.0;False
2023-01-10;outfit.f827d9035871476ea0356bb69c7de468;Papyrus Annika Sweater;FWSS;FWSS;2 - Very good condition;;1400;390.0;False
2024-01-25;outfit.f84b7047cff34fc6b305bdfc09750236;Green Print Ring My Bell Top;Høst & Vår;Høst & Vår;2 - Very good condition;;1400;390.0;False
2023-09-15;outfit.f85921429b1648d1a78e936c959cac14;Briella Leggings Red;ROTATE Birger Christensen;DSN;2 - Very good condition;;1400;390.0;False
2023-10-31;outfit.f89a59931cff4d4b8e63dd23cecd0e2d;Sunburst Midi-Dress;Needle & Thread;FJONG;2 - Very good condition;;1400;390.0;False
2023-09-15;outfit.f8cfb3537b614300b489752b3105d903;Alyss Oversize Shirt Pink;Skappel;SKAPPEL OSLO;2 - Very good condition;;1400;390.0;False
2023-07-04;outfit.f8d8e0b9e511423494e2713a6b06fff9;Posy Blue Dress;byTiMo;Villoid;2 - Very good condition;;1400;390.0;False
2023-12-12;outfit.f95fa4d89c77451bbc8f126266ec6bce;M Ecru Lenient Jumpsuit ;Holzweiler;Holzweiler;2 - Very good condition;;1400;390.0;False
2024-01-25;outfit.f998645e5b9d41d282280af7d4d46502;Black Gallè Jacket;SoyaAulait;Soyaaulait;2 - Very good condition;;1400;390.0;False
2024-01-25;outfit.fa16f8ae4bfb4fd88d8b72c8541583f1;Jet Black Herdis Broderie Anglais;FWSS;FWSS;2 - Very good condition;;1400;390.0;False
2024-01-25;outfit.fa317a07c0884cae8e93d60181035715;Bell Botton up Shirt;Levete Room;For Ynde;2 - Very good condition;;1400;390.0;False
;outfit.fa737f8bee584d309426410002edac0e;XS Grape Leaf Wrap Dress;MAUD;FJONG;2 - Very good condition;;1500;500.0;False
2022-09-15;outfit.fae7559fe94647739e5c51098c648a3c;XL Tearz Vanilla Ice Top;FWSS;FWSS;2 - Very good condition;;1500;500.0;False
;outfit.faf9ff3336864bd782bf4974d013a581;S 2 Porcelain Rose Tara Sweater;Creative Collective;Høyer;2 - Very good condition;;1300;390.0;False
2023-05-15;outfit.fafd8080b18141ce9e1c26be34213c8b;L Black & White Leona & Leaf Tunic;SOYAAULAIT;Soyaaulait;2 - Very good condition;;800;300.0;False
2023-09-15;outfit.fb6ea9d493f3446387679ca8f6212615;Briella Leggings Red;ROTATE Birger Christensen;DSN;2 - Very good condition;;800;300.0;False
2022-08-16;outfit.fbda7f830faf4caf9b0a085054f22e54;Flower Mini Olive;FWSS;FJONG;2 - Very good condition;;1150;390.0;False
2023-05-10;outfit.fc3941a6887e407097052163a0b3dd63;M Double Sandy Set;Maja Stabel;Maja Stabel;2 - Very good condition;;1150;390.0;False
;outfit.fc591bc905fd4943a8d1022f6576efe1;L Satin Skirt Clemence;By Malene Birger;FJONG;2 - Very good condition;;700;290.0;False
;outfit.fc69a92c930544c181c397bfbc41af30;XS 1 Mullin Georgette Dress;Ganni;Høyer;2 - Very good condition;;700;290.0;False
2023-05-15;outfit.fc7eda63ba034f1092118c0c1b183b8a;XS Ceiling Block Print Aria Dress;Holzweiler;Holzweiler;2 - Very good condition;;700;290.0;False
2022-08-16;outfit.fcd37df89e7341dfb75d074f0d092396;Jaqo P Pants;Samsøe Samsøe;FJONG;2 - Very good condition;;1500;450.0;False
2023-09-15;outfit.fce8283279af4c5d80cf4a1d8be11b7b;White Sweater;Urban Pioneers;Urban Pioneers;2 - Very good condition;;1500;450.0;False
2023-09-15;outfit.fcf58025683946459be8fecfceb9126f;Bente Jet Stream White;FWSS;FWSS;2 - Very good condition;;1900;550.0;False
2023-01-12;outfit.fd7f6c6f15c84bc8a87f04d7570c3ee4;The Wrap Dress, Stormy Blue;AWAN;AWAN;2 - Very good condition;;1500;450.0;False
2024-01-25;outfit.fd843550722d4e1cb852edeb8a43ee80;Floral Ring My Bell Top;Høst & Vår;Høst & Vår;2 - Very good condition;;1500;450.0;False
;outfit.fe110897b7d349d8927ca3ff0d1a3f0f;M Red Risandra Dress;By Malene Birger;Høyer;2 - Very good condition;;1100;290.0;False
;outfit.fee8cc681da44661b16fdf09d0fd7000;M Peony Dress;Ganni;Høyer;2 - Very good condition;;1100;290.0;False
2023-05-15;outfit.fef8bbf2fe2944f4a5cb96caca449b1a;Spring Dress Grey;C.L.E.A.N. by Christina Ledang;C.L.E.A.N. by Christina Ledang;2 - Very good condition;;1700;500.0;False
2023-01-12;outfit.fefe26231f694f3a80117ae821de64dd;XS Yellow Basalt Skirt;Holzweiler;Holzweiler;2 - Very good condition;;1100;290.0;False
;outfit.ffef9d7c292a48b69076d2df2e32352f;XS Jarvis Blouse;Stylein;Høyer;2 - Very good condition;;1000;350.0;False
2024-01-25;outfit.aa116c6da8024b989d13e47c5f372f9d;Green Print Ring My Bell Top;Høst & Vår;Høst & Vår;2 - Very good condition;;1800;450.0;False
2023-09-15;outfit.aa160ca041de17bb;Snowflake Coat;Line of Oslo;Line of Oslo;2 - Very good condition;;1200;390.0;False
2023-01-12;outfit.aa1e25055ec79871;Blue And Pink Floral Skirt;byTiMo;PRIVAT;2 - Very good condition;;1200;390.0;False
;outfit.aa4a619d6cede96f;Caden M;Jarlo;FJONG;2 - Very good condition;;2500;750.0;False
;outfit.aa6a639fb3dd71ea;Blaze blue M;Jarlo;FJONG;2 - Very good condition;;1300;390.0;False
2023-05-15;outfit.aa949641fabc46a9bb1a1dfad19f0f9c;S Black Gallè Mesh Vest;SOYAAULAIT;Soyaaulait;2 - Very good condition;;1300;390.0;False
;outfit.aabec0f9392d459cb1158a3feafa42c3;XS Elias Shirt Moonlight;IBEN;IBEN (Storheil Agency);2 - Very good condition;;900;320.0;False
2022-09-15;outfit.aad989fc0422b4eb;XS2 Winslow Dress Azalea;Reformation;FJONG;2 - Very good condition;;700;290.0;False
2022-07-07;utfit.b2aa8b59d1644a0090ab62a119e1ea41;Shiny Grape Leaf Trousers;Mette Møller;Mette Møller;2 - Very good condition;;1200;390.0;False
